text,labels
 Socialists politics that stand up for the downtrodden  And well done for conflating criticism of Israel with anti semitism  You are also part of the problem ,0
 Up next: liberals calling us out for calling him guilty ,0
 I dont know who she is but she dont sound too hot in the video lol,0
 Zimmerman belongs in prison for killing Travon Martin  Florida needs to change its gun control laws ,1
 Thank you for saving the dogs!!!!why are people assholes,1
 And there s more murder gun deaths in states with strictest gun control  So how ignorant does that fact make you,1
 She is so adorable!,0
#MorningJoe Liberals and their selective outrage  URL,0
 Schumer also wanted the IRS to go after conservatives and the Tea party organizations during the Obama administration  Chucky the clown wants President Trump impeached so stop voting for Democrats  Tell Chuck to confirm 400 nominees still waiting to do their job ,0
 I am in an interracial marriage you liberals throw that word around so easily you might want to look it up and see what it means URL,0
 me too  he is a genius,0
 I so hope you are right!!,0
 Guess that s why she s settled for being the gag-inducing spokesperson of the commercialized conservatives ,0
 Everybody s doin it   #MAGA,0
 DJT2- You have to remember his daughter is married to am Iranian and so he defends them at all costs  He is a coward and a disgrace  Thank GOD for your Dad or we would all be in a World of hurt!,1
 You are lying again! The public doesn t trust you anymore!,1
 She is absolutely gorgeous!,0
 Liberals love to hype the Crouton as a financial genius  but much of his success  was due to downloading costs to the prov  raiding the EI surplus  etc  That said  you use the tools you have in the box  and I give him props as a decent steward of the public purse  ,0
AND I gotta wait till March for the DLC that comes out ,0
 Time to take this twt down  Is there anyone in our team with an ounce of guts?  ,0
 You absolutely can enforce them consistently  Stop and frisk isnt a law based on definable characteristics  Thats the issue  Gun control laws arent subjective like stop and frisk ,0
 I told myself this but no matter how much I try life keeps biting me in the ass,1
 God help us  the woman cant even get coherent sentence out of her mouth ,1
 Any argument with liberals is same as forcing water through the steel  Their brains are contaminated and the process of healing seems impossible for them  Don t waste you precious time and words on them  These are not reasonable people  URL,1
 Now just vote him out  He is a known racist ,1
 Another has been trying to get back in the spotlight Paul McCartney go back to England shut up,1
 I guess u all looking wrong or looking for wrong thing    my girl was walking when started dating    about 2 yrs in she is physically handicapped    I m still w her    no sex    just love for her and her spirit   ,0
 The Republicans have no sign of having a plan for any of that  And Fuck Trump   considering his failure  is a legitimate platform  It s better than the Republican sure-tragedy alternative  ,1
 What kind of dumb shit am I gonna read next,1
 Clearly as long as she is safe no one else matters lol ,0
 I would love to be able to afford a sexy french au pair   Poor me  ,0
 Boi Im trynna feast on that booty    I mean those noodles,0
 Don t worry fellow #Antifa and #resist member  I have made an excellent plan to stop Russian influence for good  I call it General Plan Ost   We will invade Russia s western border in three different army groups while cleansing the population all the way to Moscow! ,0
 Who the fuck are you?,1
 Besides the Liberals ,0
 Holy moly!! If the catholic people haven t been awakened by this       #FalseProphet #Lunatic,0
 Is that how easily you are offended? Interesting    Good night sister  Hope someone brings a great twitter experience your way too ,0
 there is a culture in greek life but I think alot of that comes from presentation in film  once we are away from our parents people are more free thinking some I agree with some not  you really think every frat is maga crazy,0
 Ill go pick u up fuck an Uber,1
 So funny how the liberals can see this in others but not in themselves!!!!,0
 Why the focus on the Proud Boys? I know you re not a real journalist  Kelly  but why not focus on the ones doing all of the violence? #ANTIFA If you want a story; focus on why journalists  (leftist activists) are constantly ignoring Antifa s attacks on people  ,0
 They are if you support gun control,0
 Fortunately the rest of America is not the Swamp in Washington  Washington is the worst place to decide what s good for America ,1
 Then talk to your oresident  He s the one taking the money ,0
 This is dumb  An European government is allowed to make a decision that affects the entire planet  Also how would they even enforce this? Are they going to bug every computer in the world?,1
 She is not an anti trump  Shes a racist race baiter who is no better than Alex jones and other crazies,1
 You are pathetic  This has nothing to do with him his dad or the wall or Mexico  This is about Swallwell thinking its ok for liberals to threaten repubs but not the other away around ,1
 Comparing a date  to rape is disgusting  I hope your family never has to deal with rape  You are a disgusting POS  ,1
 European liberals and conservatives must stand together against populism  Follow my page if you think the same  ,0
 Im done  Franklin bout to die in jail  He is not fit for this   ,0
#VA10 voters will not accept a Congresswoman who stands with the NRA as shooting after shooting devastates communities across the country  We need common sense gun safety laws and we need them now  URL,0
 GOOD them !,1
 Wow you are to sweet,0
 I don t have anymore excuse me what the fuck  memes  ,1
Calm down you loon  Kavanaugh is already confirmed and you know it  Make plans for alternate employment after the #TrumpTrain2020 train disembowels the #Democrat party in this country  Starting with removing #RoeVWade then #BuildTheWall then #MAGA !!! URL,0
 Then I m as crazy as you are cause I believe the same outcome will happen this Sunday 49ers 27 KC 17 Niners baby,1
 You do understand we need Europe right?,0
 Antifa    that s who  It works both ways   be careful ,0
 The idea that capitalists like competition is a joke  Capitalists like nothing more than a government-sanctioned monopoly on an essential public service; if they didn t then they d spend less time lobbying the British government ,0
 I feel you dude it Fucking sucks,1
 he is so beautiful!,0
 He is waiting for the stone cutters to arrive  Excuse me Mr  stonecutter  do you think this is my best Side?  ,0
 Thanks Awake  Love you guys  Following all Patriots ,0
#StaffPick:  A human rights crisis : US accused of failing to protect citizens from gun violence URL,0
 Learning English for Conservatives,0
 AWESOME NEWS,0
 Oh she is doing that all by herself,0
 your hilarious  You spin my words just as they spin Alex s words  I never said it didnt happen  I said it was a false flag and they had actors help garner public sympathy for gun control ,0
&gt;Tfw She is a lesbian,1
 The only line I can think of is if he supported gun control  and even then it d probably have to be a big gun control thing and not just a maybe do more background checks  proposal  But he d never do that  ,0
 You are but Rider always makes me aware when you are late for him so late is late no mater who you are meeting  ,0
 Because President Trump and God gave us a miracle,0
 2 Cor 5:17 Therefore if anyone is in Christ [Consciousness] he is a new creation  Old things have passed away and look! New things have come ,0
 Awe Hogwash do we really need you to overstate the obvious?,0
 Where is your source for that?,0
 Lmfaooooo foh w that free thought shit Lmaoooo,1
 Simon said he hope Garth writes Ketterer a song - knowing his guy needs outside help 2 get the votes - BTW I don t think Garth is going 2 do that I saw him in a video say as much  Kettterer &amp; other acts r battling for 2nd Courtney is an unstoppable force - She is a Hurricane!,0
 And then Americans are going to demand Christine Ford face Criminal charges &amp; face jail time when she is proven to have lied  Her guilt is in the fact she contacted Dems Not the FBI  Ford did not come forward as a witness in the hearing  Shes bought and paid for,0
 you are most welcome!!! #WhysJamesCryin???,0
 I find them super cool I find myself pasting screen caps of them in my Discord  I hope for more in the future as it makes the game more interactive in the sense that my character feels more involved in what is going on around him  More please!,0
 SUCH SUPPORT SPOOKY AT MY LOWEST MOMENT,0
 Innocent people dont resign  We know liberals love sexual predators  That is why you are OK with Keith Ellison assulting several women with police reports to support it ,1
 #CrookedHillary are you drunk again? Go back to bed granny #TrumpTrain #MAGA #Deplorables #DregOfSociety,1
 This is the best the Conservatives could come up with! Stop this humiliation  #GE2018,0
 But But But we need more gun control right? Oh wait    GUESS THAT DOESNT STOP CRIMINALS  only law abiding citizens  Which is known  So     think on why they  want to CONTROL you and disarm you  ,1
#RedWave a coming!! That s ok tho  No conservative will harm you b/c of your political ideals  Cant say the same for liberals tho  Liberals can be vile and nasty to opposing views  URL,1
 There s no hope for you and Jerry  Unbelievable how close-minded you are  URL,0
 Kamala Harris is rapidly gaining a reputation as the most dishonest senator,1
 You may not be funny but you are serving up some serious truth bombs and I love it  Thanks!!!,0
 I agree! I guess Dems are saying that theyre worried about some October surprise where the FISA docs are released leading up to the election MAGA!,1
 I also understand that it is not an insult but the way Nguni languages are spoken  it can t be Msuthu  but has to be  Umsuthu  which in English will loosely translate to  s(he) is Mosotho  and in Sesotho will be  ke Mosotho   can t be  Muntu  but  Umuntu  ,0
 lets stretch bitches,1
 I followed the details of Jim Jordan s accuser also  The accuser even stated he knew the story might make me some money  and he is a convicted scammer  I loathe any man who would assault a woman    I just don t believe the BK accuser  ,0
 The Democrats of California spray chemicals of the central coast of California to magnify the sons intensity so the asphalt with Carrie he is slowly dehydrate the region to bring down property value so Democrats can charge conservatives on water,0
#Partybeforecountry #massmedia Conservatives war on the press has gotten dangerous and its only going to get worse URL,0
 What does it matter who I vote for  its the left who pushes for gun control yet portrays black men in music vids as violent gun users  stfu! Lmao sleeping fools,1
 Except it s not a government entitlement program   For somebody who claims to  troll liberals with facts and logic   you sure are using a lot of hyperbole and an appeal to emotion there  ,0
 He needs to speak to someone about all that anger he is harboring!! Cause that should not have made him explode like that  He has some underlying issues  Lordt ,0
 You are a lier Christine Ford Soros pays you well and your lawyer won t work we all know you lie shame on you!,1
 yall bitches psycho,1
WHOA-BAMA! Dismayed Michelle Obama fans suffer sticker shock over price of book tour tickets URL #sitroom #TheLead #outfront #AC360 #NPR #PBSnews #PBSnewshour #tcot #tlot #maga #nyc #boston #baltimore #cleveland #chicago #milwaukee #denver #philadelphia #la,0
 I hope this is not true but it s another good death nail in the liberals chances  Amazing how they have no respect for the money of hard working Canadians,0
 I stand corrected! Guess the only memorable thing about her to me is how hateful she is lmfao ,0
 Women + Liberals  Nuff said  Kavanaugh to be confirmed next week regardless of these desperate games  Game over  #MAGA,0
 You align yourself with an organization that butchers babies for profit  Than scream about the need for gun control and the violence against our children but somehow your OK with the butchering of 100s thousands of innocent defenseless babies every yr If it lines your pockets ,1
 Liberals cant meme  They have no sense of humor or knowledge of meme-ing philosophy ,0
 What are you opposing? A neutral jurist sitting SCOTUS that weighs merits of a case as presented and determines COTUS adherance? MeToo=WarOnMen BLM=WarOnCops Antifa=WarOnSociety Abortion=War on POC &amp; POOR #LiberalismIsAMentalDisorder #MAGA ,0
 Thats why conservatives are so afraid of weed  They think it will make them love black people ,0
 I still find it hilarious that people like you think that literally any response to a comment is liberals being upset  and that getting a liberal upset is some kind of accomplishment  ,1
 Liberals that think the world owes them a living ,1
 She is the evolve form ,0
 Good idea  They need to protect our borders more than they need to be overseas ,0
(( Bam! There she is! URL,0
 Colin cowherd is a clown just when you think he s going to make a point he just spews out garbage there is no way you look at both goff and trubisky and say goff has the higher ceiling  Maybe the higher floor but only bc he is in yr 2 of Mcvays offense,1
 The deception and dirty tricks happened when refused protocol and stole a SCOTUS seat from Obama  Conservatives love to fight dirty but then cry foul when others call them on it or play hardball right back at them  Bunch of pussies  #MerrickGarland #Resist,1
 Wind has become the true anti-fascist! Long live comrade wind against U S  imperialist and capitalist hegemony!!!!! #antifa #socialism,0
 you are a hypocritical hack  URL,1
 Typical antifa type and hes not worth anyones time ,0
 Who in the hell does she think she is? Acussed doesnt mean guilty! A women accused a man  That man #JudgeKavanaugh has a voice and has a right to clear his name! She needs to #ZipIt,1
 Northern Ireland was explicitly designed so the British establishment could stop paying attention to Ireland  Theyve been indifferent since 1921 ,1
 And Trump fans are bullies!!! Antifa ?? Steve Scalise ?? Resists Movement ?? You need to get off CNN and MSNBC,1
 Awesome   Of course the left will think differently but who cares  This is great!!!,0
 Why do affluent liberals like Cooper who claim to support diversity usually live in areas without much diversity?,0
 Liberals are full of hate yet they talk like their morality is above anyone who thinks differently  Funny how their words and actions never match up to what they pretend to preach  Imposters of any human decency  Emotionally and politically bankrupt ,1
 Someone please call for gun control because the Bengals can t stop shooting them selfies in the foot URL,1
 You speak the Truth about =&gt; #Louis Farrakhan &lt;=     he is a raging anti-Semite &amp; racist ,1
 Careful the CPC needs the numbers but not at the risk of polluting the pool with too many socialist liberals,0
 Your fucking Bf nigga,1
 If this clown had his way we all would be working for $3ph so he can get bigger entitlements paid for by us  How out of touch this fool is  I hope his electorate works out what a joke he is  #auspol,0
 Sorry that meme is way backward but there is some good vids of antifa meeting a vet on the streets URL,0
 worry about college  Your 15 min of fame is over and you have no clue ,0
 You are gorgeous,0
 He is going to destroy america like he has done to many of his businesses he does care about middle or lesser america and americans he only cares for himself and the top 1% who hopefully see the light soon before they have no countries to sell their products to,1
 Dude hasnt been sober a day since 7th grade idc what it is at this point he is broken,0
 She is not Lisa URL,0
 I didnt watch and will not watch Watching the September 11th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this momentprotest on a Saturday ,0
 Brigitte Gabriel has experienced a life that most would have nightmares from  She is sounding the alarm for Americans  Buy her book pay attention to what she is warning America about,0
 Ilegal Invader Kills 13-Year-Old Canadian Girl,0
 Its legal in India and if you adult women only you have to sign it you don t need the other person signature why this rabble rousing in India take it to Vatican &amp; Ireland etc take it where it s banned Church preachers not to do abortion even if you are raped??,0
 you are a dirty cum dumpster,1
 Confidence = Rigged,0
 No she s not she is looking for a job by being controversal  She is very bitter,1
 We do! Thats why Donald Trump is in office! All the Democrats and a good portion of Republicans are the shadow government! You are complicit in this! You are a Globalist ( international communist)!,1
 People still trying to use the alt-right  tag as a blanket statement on people that are in NO WAY associated with  alt-right ? Another reminder; The PBs exist because of the violent #antifa  Yet antifa has MANY accounts on Twitter  ,0
 But     but     I was trying to get him to block me  The trans porn story was the perfect ammunition     but now it will never happen! URL,0
 Different story now hes attacking Liberals isnt it     hes been doing this this since #KillGough Wasnt an issue back then tho (apparently) #auspol,0
 Yes he is and the democrats hate it,1
 Truthfeed News  JUST IN: FBI Deals Yet Another Devastating Blow to Democrats on Kavanaughs Accuser  #MAGA#2A #Prolife URL,1
#Republicans morals are stronger than #Democrat #Liberals Evidenced by trying to stop Liberals from aborting themselves out of existence It s the right thing to do Even though letting them kill off their young so Natural Selection would win would benefit us more #MAGA #KAG ,1
 Bitter Barack  That says it all,0
 The scary super experienced knowledgeable members of Antifa is no match for! #Sarcasm Serious question is why the left leaders manipulate the unintelligent inexperienced youth groups its form of taking advantage Abuse of the unwary weak URL,1
 The Dems playing a con game  It must be Antifa dont you think ,1
 She s an Osuite   so she is deregionised ,1
 don t you offer mental health coverage for your reporters!?,0
 A much more traditional  take on the Lois &amp; Clark dynamic is showing up in Tom King s Superman 100-Page Giants at Walmart  I would recommend it  She is not SUPER-heavily featured in the first issue but she is well-treated  ,0
 That shit hurts,1
 Cause you sweet lil nigga,1
 Antifa brought to you by Carl s jr,0
   this obvious hit job on kavannah is not going to work   and the liberals continue to reveal themselves as demonic figures    URL,1
 oh yeah Terry Porters 40 second PI Call (OSU alumn)    naw im over it    Your coach and his scumbag history    If you know anything about his history with Aaron Hernandez you would know what kind of scumbag he is    but OSU is a shithole so the story goes on   URL,1
 Not saying much to claim you are smarter than ,0
 Some of Christine Blasey Ford fine upstanding AMERICANS she follows: Beverly Hills Antifa Laguna Beach Antifa Neverland Antifa Midwest Antifa Boston Bob Antifa Wait for it; ANTHONY WEINER - INMATE# 3425742 Kinda says it all! WWG1WGA PATRIOTS   ,0
 He is evading suspension,0
 I absolutely agree!! I have tried rallying people on Twitter  Asking them to follow each other  Strength in numbers  I vote  I work the polls for early election and Election Day  I speak with liberals  I forwarded Maxine Walters rants to the secret service ,0
 Fool,1
 Dick Durbin figures if he lies often enough people will start to believe him  Right out of leftist dictatorship playbook  ,1
So since Dems want stand on a soapbox over Kavanaugh exactly when will you be addressing the sexual slush fund covering your backsides #MAGA,1
1  2 protect Trumpie  2  2 increase presidential powers  3  2 kill Roe v  Wade  4  2 limit voting rights  5  2 weaken gun control  6  2 deal with religious liberty  Congress is not an august body  They lost that moniker when they went whole hog 4 Trumpism  URL,1
 Empty headed bushie whore,1
EVERYBODY ROYAYERS-76 URL #MAGA #Trump #USA URL,0
 They just need to go away  No one wants to see them in the media advocating for gun control  It s unseemly ,1
#Theresa May Using #LabourParty Policies to Cling On To her Weak and Wobbly #Government #HousingCrisis #housingmarket the #conservatives are the Corrupt #Landowners #ToriesOut #Corruption,1
 You do realize how ridiculously radical all these tweets sound right  Who are you trying to mobilize antifa?,1
 #Trudeau and the #Liberals have the ability to stop it but choose not to as it serves their agenda of turning Canada into a third world cess pool  A Socialist s dream  #cdnpoli,0
 I remember when conservatives slagged off the Labour Party as  undemocratic  for allowing unons such a big say in Labour policies ,0
4 Dead In Mass Shooting At Fifth Third Bank Building In Downtown Cincinnati | TIME - TIME URL via WANT GUN CONTROL LEGISLATION? VOTE BLUE,0
 &gt;&gt; old are you? [[She looks like a baby  Makes me wonder what she is doing in this kind of business  ]] Can we sit? [[I motion to the couch but I look to Dion for approval  I know I have no right to ask her or him to include me in their business ]],0
 Its still not being updated   Scrapers will get less and less until none are left,0
 I love you so much yoongi you are the reason that i could be happy all day  youre smile is the most beautiful think that i ever see in my hold life URL,0
 Well  there wouldn t BE a rush  if didn t sit on this allegation since July  But  hey  Don t let the facts get in the way of a good slander of conservatives  right URL,0
 #labour and cant commit to ruling out a second referendum as he is trying to be a people pleaser &amp; win every possible vote he could get and positioning themselves either way like would not go down well with some voters #conservatives #bbcqt #brexit #eu,0
 the democommunists have allready destroyed america put men in a womens bathroom right to child molestors n child killers n illegals have more rights than americans if u think im wrong bill say something besides kissing liberals asses,1
 Were super excited to have him! He is now on board for the #HadexIncursion,0
 Thats a good thing    let just hope your gal frend has a lawyer coz she is about to do some make over for yoll   URL,0
 YOU ARE SO TALENTED I ADORE YOU,0
 Lol antifa been doing it to republicans for a year you didnt care when it was Betsy devos,0
 Really a sickening issue  Liberals are vicious!!!,1
Take Take Take #WalkAway from the #idiot party! #MAGA URL,1
 You sound like the Nazis my family came to America to go back and fight in their home  You have a lot to learn  Antifa is an Enemy of America just like the Nazi s,0
 Cry a river Trump won,0
 Yes  Yes he is!,1
 Then I see like this and lust over the girl with the long blond hair and the bare midriff and micro-mini and realize she is now 48 years older and could be a great grandmother today! People wonder why I love legs until I show them what I grew up with  URL,1
 Trump is done  You are a Anti-Ameican pro-Trump azz!!,1
 We are so proud of and the creativity she has brought to our students! She is truly an asset!,0
 CATFIGHT!!! MEOW,0
 They cite Jones being banned for violating Twitter s ToS  There are blue checkmarks spewing the same  if not worse  kind of shit  If you are going to play the anyone can get banned  card  Shouldn t these people also receive bans and suspensions? #VerifiedHate ,1
 I believe that the gun control laws should not be so strict because criminals will still obtain guns regardless of gun restrictions and would make it harder for a law abiding citizen to defend themselves against an attack ,0
 Fucking sucks when the refs are against you  #KillTheZebras,1
 cant believe you are not competitive for the same services as for life  Your service isnt worth and extra $30 a month  #cancel,0
 Yay!! So happy she is well hehe ,0
 They re trying   It s called ANTIFA! ,0
 But again  these legal concepts have nothing to do with the need to regulate the purchase and possession of weapons  which is ALREADY regulated  We currently have gun control  and restrictions on 2nd Amendment rights  Try to bring a gun into a courthouse  ,0
 PG 66 pure shot creator  You dont need to speedboost in this game  If you are half-decent you should thrive with shot creators  They are known for draining (and greening) the most contested shit  YW!,0
 Bullshit there s rich liberals too so what are you saying ???,0
 Liberals Don t Appreciate Your Sarcasm  They Thought You Were On Their Side ,0
 I wonder if the Liberals realize how much the jihadis despise them? Probably not ,0
 You are sharper in retirement ,0
3) Conservatives think it because the NeoCon infiltration that successfully corrupted  and nearly destroyed  conservatism has been brainwashing them for decades to accept anything with the free trade  label as good - and anything with  protectionist  attached to it as bad  ,1
 Sanctions used to be the action of last resort now its there weapon of first choice  When was this? Taking account of this graph URL from URL &amp; URL,0
 They probably shutdown the website because of the death threats  If she votes yes shell most likely get lots of support from #MAGA voters ,1
#WhatILearnedToday Liberals are the scum of the earth Absolute treason ,1
 Because she knew how to add up the millions in donations received for access?,0
 ALL LIVES MATTER!!!!,0
 Bwaaaaa!! Compared to who   Trump   bwaaaaaaa! Compared to that corrupt demented lunatic she is a godsend!!!,1
 she is in fact not latino back to your trade,0
-- in the sitting room making herself a drink  Her shoulders are raised indicating how tense she is  I walk over to her and start to make myself a drink as well  ] You know you made things more --,0
Mark Judge doesn t want to lie for KAVANAUGH  #MAGA URL,0
 And we I will salute Jim Carey by boycotting his movies and media! ,0
 He is one sick dude,1
 Yes his brain was effected  He is one of the sharpest attorneys in America  But maybe it effected your brain is tge what you meant?,1
 Thank You Have A Great Day #MAGA URL,0
 And everyone knows that Kerry doesn t have a clue! Heard that from numerous anonymous  sources who also say he is not sane  That s what the sources say  ,0
 He is pretty good!,0
 You are the besth,0
 Have you reported that the killer of Mollie Tibets will receive reward money? Did you report this?,0
 Agree Liberals will not have a majority but you will see People s Party of Canada in the running your little c party will be lower in the ranks the the NDP ,0
 What policies do the Republicans have for gun control?,0
#WebberForCongress #NJ11 #MAGA we cannot allow #Liberals to #Impeach #POTUS #Trump URL,0
 The conservatives are finding this pill very hard to swallow ,0
 I respected Ron Paul and Dennis Kucinich most in congress,0
 This one is tough  Its too easy to hold a grudge but fucking hard to let go ,1
According to a student that spoke under condition of anonymity  the furniture in Johnson Hall has been replaced by even shittier couches   #seuday ,1
 Who cares who is deadlier? Are you antifa?,0
 Hollywood and media make jokes about Jesus and Christians and think that s hilarious but turn every innocent joke conservatives tell in to an outrage  Typical of reprobates ,1
 That s why he is a billionaire and you re not    sorry Romeo your words don t add up   ,0
 Awww CUPCAKES SUCK IT UP  SHE LOST GET OVER IT ,1
 what the FUCK,1
 Holder was the most ethically challenged AG ever  A total disgrace to the office ,1
 Wasnt it just recently that john brown gun club got kicked out of a shooting range for being antifa ? ,0
 The liberals will stop at nothing ,0
 Heck yeah  And also she IS cool,0
 did Twitter silence alex jones in retaliation of him asking Twitter jack questions URL,0
 True but the constant talk from the left about common sense gun control every time and yet not one valid proposal,1
 Have you ever seen the former Democratic hierarchy fight against the president so much??? We know its because youve been so corrupt and guilty of abuse of power  Its our darkest times with the DOJ/CIA and Presidential cabinet,1
 I had to click on it just to see what the hell you were talking about  I still don t know  Is your war on conservatives like the war on christmas?,1
 BUT MR  JOHN KERRY POTUS IS GETTING THE JOB DONE IN SPITE OF DEMOCRATS LIKE YOU WHO GROVELED TO THE IRANIAN MULLAH AND TRIED TO BUY HIM OFF WITH PALLETS OF CASH &amp; RELEASING FROZEN FUNDS! YOU &amp; OBAMAS CROOKED DEAL HAS HELPED FUND TERRORISM WORLDWIDE! TAKE A WALK INTHE WOODS W/HRC,1
 Never going to happen  Not in a million years  Not unless Soros hires a bunch of Antifa punks to pretend to be vets ,1
 Thank you greatest president of all time MAGA,0
 why is this relevant whatsoever? Might as well let us know when someone has a pack of smokes or a 6 pack of beer in the fridge too while you dipshits are at itTabloid garbage ffs,1
 Strong character?   strong character? Anybody as bitter as she is for being a sore loser has no character!,1
 liberals have to go in 2019 as they are so over their heads Poor leader and even poorer advisors,1
 Thats fucking rude to do that,1
 Probably all staged by liberals to block Kavanaugh,0
 Jesus Christ  Liberals start young with their brainwashing,1
 you are too ,0
*babysitting 3 kids* people:how old do you think she is? she has three kids me:*dont get mad  dont get mad  they dont know  they dont know*,0
 Lmfaoooooo,0
 This is the PIC MSM showed us in 1999 for #JFKJR plane wreckage also- FAKE!!! Here is a video  showing another pic MSM showed of #JFKJr  even MORE FAKE!!! URL Article: Evidence Of A Cover up &amp; Why official story is in DOUBT!  URL URL,0
 You are a fool  Denying ones free speech is deny all of our free speech ,1
Sean Penn: #MeToo Movement Seeks to Divide Men and Women URL &lt; Gotta say I stand w/ Jeff Spicoli on this one  URL #MAGA #WWG1WGA #ConfirmKavanaugh,1
 Now that s what I call gun control!! ,0
 It s not your name  You re account is as fake as a 3 dollar bill  You are about as dense as stale unleavened bread ,0
 Actually it seems more specific than that  It appears the CBC is saying opposing gun control is the same as covering up child molestation in the catholic church  WTF??,1
 if you are really concerned about anti-semitism in our society why have you both not condemned both The Tory Party &amp; The Lib Dems for not yet adopting the IHRA? ,0
 I see boobs lol ,1
 This is so entertaining  Nobody has thought about Montel in years    and you are picking a fight with him  This is incredible  Such a feeble mind you have ,1
 She is a leftist activist  Biased to stop Judge Cavanaugh  Do I need to draw you a picture??,0
 Eight years the republicans denied obamas picks  Breitbarters outrage is as phony as their fake president ,1
 Irish will not like my tweet at all    But why was Ireland nuetral in WWII?? So Bono gives a NAZI salute   yawn nothing new ,1
 I like Alex Bowman but he is not a rookie,0
 Liberals as per Odia standards     RW is liberal when it comes to my state ,1
 I know they be fired up thinking u got a hammer n your pants from how u walk n find out u got a coochie lol,1
 5  Creating racial tension   USA racial issues start before 1776  These latest ones are fueled by among others NRA &amp; Congress refusing to fully resource education &amp; police training  URL URL URL URL,0
 The only white people that thank Jesus are Republicans &amp; ex-crackheads  - so say America-hating liberals about Christians  Many ex-Dems thank Jesus too- &amp; many former Emmys watchers  We thank Jesus DAILY for our country  our &amp; the ability to TURN YOU OFF! ,0
 Anything he does right now will be over shadowed by Florence  I think he is holding till after the storm ,0
 Go buy an Antifa shirt from wal mart you lumpenprole,1
 please come back! You are missed on the field!!!! Annnnnnnnnnnnnd I love you too #AlwaysACowboy #NFLSunday #CowboysNation #DEZBRYANT #88,0
 It was strapped to the back of Russells Jeep as part of the troll stroll video that had Tinys profile banned for thirty days because they drove around neighborhoods they believed antifa lived while making violent threats and screaming we re triggering folks today  ,0
7  You both dont live to impress people but you are comfortable in your skins and still bring out the best in each other  #AdamandEve,0
Regrann from trump_babes_2020 - Amazing MAGA Babe #trump #trump2020 #maga #maga2020 #trumpbabes #trumpbabes2020 #trump_babes_2020 #milfsfortrump #babesfortrump #babesfortrump2020 URL,0
 Do you know why this shameless muslim socialist is still so arrogant and believes in himself thst he thinks he is such a good politician? Ill tell you why  So many Stupid American Voters per Gruber that are so gullible!,1
 To pivot away from China: - Form TPP: TRUMP Pacific Partnership! - Give business to other Asian countries and form strong support network outside China! - Ban products from China that include stolen Intellectual Property - No sharing IP to do business in China #MAGA ,0
 He is a Russian troll  Look at the rest of his page ,0
 Loved to hate MR in Bobby Brown show  That guy really screwed those kids back in the day  Please let him go through all HWs drama  He is my favorite &amp; then Jerry  Maybe they should have a show Andy?,1
 I disagree  See Antifa   ,0
#science #ecology #health #nature The Problem of the One and the Many in Gun Control URL URL,0
 LIBERALS hear the sucking sound of the SWAMP,0
 Anyone who supports gun control is a racist  Just like Shannon Twatts,1
/my heart is aches when i search kyla pristin  She is happy now why haters wont let her be ,0
 What law will you pass that will get people who ignore all other laws to obey? A murderer ignores a ton of laws but somehow he will obey gun control laws?,0
 You cant pretend to care about women when only those attacking conservatives count  Got it? ,0
 Google stock wayyy up  Whats so bad with your Trump world #Google?,0
 A positive note!,0
4  But I have to called an hotel to send a shuttle to come pick my mother who is sitting at terminal at the airport with their agents  5  I reminded them that she is a wheelchair passenger who cannot speak English  How will the hotel find her?,0
 Conspiracy theories abound    ,0
 Wasnt this clown running guns?,0
 Reagan also signed the first gun control bill as governor of CA,0
 As a recent visitor to Ireland  I suggest he doesnt go  He is not liked there any more than he is liked in America ,0
 Unfirtunately i have seen hispanics justifying shit from trump  I argued with two family members of mine who believes trump did helped PR a lot  And i have a relative who he is a trump fan &amp; agreeds that the majority of immigrants that come are bad  It is upsetting,1
 Don t be so hard on yourself   The great people in your life love you for who you are why give them that displeasure to please suckers who will never like you no matter if you re a chick with ten thousand disguses   ,0
 Yes you are but I was asking what is it about the movie ?,0
 Carrey is a sick man!!!,1
 And Trump has to go     Ive got one word #AntiFA ,0
 And these are the *people pushing for gun control ,1
 Maybe Antifa can find gainful employment and join the american dream  URL,0
 They eliminated several due to too many figures kids have to memorize   - awe  OH WELL  They also eliminated Barry Goldwater  That is a travesty  He is the father of true liberatarianism  He was not against civil rights  He was against government having power to police thought  ,0
 Or he is part of the fraud they pulled together ,1
 The educational system is controlled by liberals and works to enslave the minds of our children  The chains of mental enslavement must be removed in order to save the future of our great nation ,1
 is way too good to be out of the #NFL  He is better than quite a few starters in the league and better than all of the 2nd &amp; 3rd string QB s in the league  #GiveKapAChance #ImWithKap,0
 And most Hillary supporters are racist liberals ,1
 What a handsome boy! Reminds me of one of my fosters a little bit  Sorry I dont have a better picture - she is one of the ones that got away  Id have 20 if I could  URL,0
 It would,0
 Says the fat Antifa member,1
 A must read! URL,0
 Hana &amp; Hina After School  Its an LGBT love story and I got it for my best friend and read half and the next day went back to the comic con and bought myself the series ,0
 Finally a administration that cares about its legal citizens,0
 Some days you are Louis Winthorpe III before he met Ophelia  URL,0
